"","name","accept_rate","Outstate","Enroll","Grad.Rate","Private","isElite"
"739","West Chester University of Penn.",0.544294063365118,7844,1372,52,"No","Not Elite"
"740","West Liberty State College",0.912371134020619,4470,478,60,"No","Not Elite"
"741","West Virginia Wesleyan College",0.893997445721584,14200,483,67,"Yes","Not Elite"
"742","Western Carolina University",0.781327543424318,6390,1057,55,"No","Not Elite"
"743","Western Maryland College",0.816597510373444,14510,278,60,"Yes","Not Elite"
"744","Western Michigan University",0.784444202029017,6940,2738,55,"No","Not Elite"
"745","Western New England College",0.891515151515151,8994,409,59,"Yes","Not Elite"
"746","Western State College of Colorado",0.600666173205033,5918,604,52,"No","Not Elite"
"747","Western Washington University",0.642213410237924,8124,1549,61,"No","Not Elite"
"748","Westfield State College",0.693548387096774,5542,825,65,"No","Not Elite"
"749","Westminster College MO",0.835347432024169,10720,184,62,"Yes","Not Elite"
"750","Westminster College",0.869477911646586,12065,377,80,"Yes","Not Elite"
"751","Westminster College of Salt Lake City",0.785169029443839,8820,213,50,"Yes","Not Elite"
"752","Westmont College",0.750526315789474,14320,351,87,"No","Not Elite"
"753","Wheaton College IL",0.642458100558659,11480,548,85,"Yes","Elite"
"754","Westminster College PA",0.789988492520138,18460,417,71,"Yes","Not Elite"
"755","Wheeling Jesuit College",0.83610188261351,10500,213,72,"Yes","Not Elite"
"756","Whitman College",0.536270822138635,16670,359,72,"Yes","Not Elite"
"757","Whittier College",0.635930993456276,16249,344,52,"Yes","Not Elite"
"758","Whitworth College",0.826048171275647,12660,372,80,"Yes","Not Elite"
"759","Widener University",0.697522206638616,12350,502,63,"Yes","Not Elite"
"760","Wilkes University",0.877375843041079,11150,434,67,"Yes","Not Elite"
"761","Willamette University",0.800361881785283,14800,395,68,"Yes","Not Elite"
"762","William Jewell College",0.825037707390649,10060,315,59,"Yes","Not Elite"
"763","William Woods University",0.927505330490405,10535,227,52,"Yes","Not Elite"
"764","Williams College",0.297419971333015,19629,526,99,"Yes","Elite"
"765","Wilson College",0.778443113772455,11428,46,67,"Yes","Not Elite"
"766","Wingate College",0.820823244552058,7820,383,91,"Yes","Not Elite"
"767","Winona State University",0.615639097744361,4200,1301,58,"No","Not Elite"
"768","Winthrop University",0.77801724137931,6400,769,59,"No","Not Elite"
"769","Wisconsin Lutheran College",0.842105263157895,9100,75,50,"Yes","Not Elite"
"770","Wittenberg University",0.878726629610915,15948,575,78,"Yes","Not Elite"
"771","Wofford College",0.622918054630247,12680,273,75,"Yes","Elite"
"772","Worcester Polytechnic Institute",0.835982658959538,15884,682,82,"Yes","Not Elite"
"773","Worcester State College",0.689576695493855,6797,543,40,"No","Not Elite"
"774","Xavier University",0.921388463501787,11520,695,83,"Yes","Not Elite"
"775","Xavier University of Louisiana",0.913209346685741,6900,695,49,"Yes","Not Elite"
"776","Yale University",0.229145259224661,19840,1317,99,"Yes","Elite"
"777","York College of Pennsylvania",0.620608899297424,4990,691,99,"Yes","Not Elite"
